PC 1,PC 2,PC3
-0.2538400139519221,-1.6403678901606336,0.9960032355383163
-0.2350136182607421,-1.641447140116783,0.9956550921509151
2.7736101460655123,-1.8054216539986052,-1.275880968868984
-0.17480208871146566,0.8759982258784259,-0.7850971067328981
-0.1485008128845354,1.7990023838098568,-0.32655401691334723
-0.13255046951329122,-0.29932492348367173,1.4609080941006172
-0.3373245458273373,-1.0208443506596407,-1.811930430781048
-0.16613458758483943,2.004421333532804,-0.6628451109958177
-0.1467168941737199,1.7989578419696246,-0.32655377150901804
-0.14816998831266978,1.6514530285026952,0.29646673672936813
-0.08788095276813254,1.4283238863058778,0.04715664011235266
0.21594520053794103,1.4692217920704778,-0.5305877791324787
-0.2947633135220576,-0.46510372079346324,-1.2500166447093726
-0.17495267737300055,0.8760053232962799,-0.785095205937258
-0.13384949764660384,-0.29925996463479737,1.4609266409143764
-0.12521679246630976,-1.7255023612786746,-1.163686278623949
-0.21757103736758224,0.32027126502234776,-1.3470060375500952
-0.13341170288283843,-0.2992739833899075,1.4609249234369366
-0.2534545092625653,-1.6403878648143897,0.9959973300980182
-0.2451053542526305,-1.6409578942440155,0.995790310705193
-0.07198339183543519,1.4817983064857132,-0.5275256473999096
2.9852651077086376,-0.3710624123507191,1.4648546801714264
-0.17150013857753188,0.875829007139143,-0.7851466120567522
-0.13029609653573926,-0.29941715818457143,1.4608877083455813
-0.13318590402286606,-0.2992762142715848,1.460926916051054
-0.2521483696513416,-1.6404821564499148,0.9959619983116343
-0.19394276632674703,0.7734319328652761,-0.40681453055051714
-0.20492514569235126,0.3797578283174151,-0.4006963263284719
-0.13324839734032923,-0.2992907414474691,1.4609176451447763
-0.25383536789215533,-1.6403680231545583,0.996003226396357
-0.13382954302923417,-0.2992613125184964,1.4609261544806118
-0.2538176076256644,-1.6403690419646322,0.9960028975780895
-0.13392797900703993,-0.2992575063928872,1.4609269172285935
-0.21767186092642704,0.32027735199436036,-1.3470039962691125
0.7406821695757236,-0.34387188836942206,1.447933710737685
-0.3259482414534421,-0.9613015520528652,-0.8656067679952056
0.24201525268590288,1.4658530626832809,-0.5321489494462462
0.2534402355919848,0.8546596828686576,-0.7911675447097667
0.14792952107109944,-0.3134180455038403,1.456864682361357
-0.13364135044669495,-0.29927402444925555,1.4609215669094913
-0.12865540694030705,-0.29950997258612255,1.4608580824104733
-0.13357142654373516,-0.2992747689136364,1.4609221530979006
-0.1697969537050986,1.5105865361453117,0.4673649098054579
-0.12775097642792912,-0.29967949998054655,1.4607736040456702
-0.13399239959994952,-0.2992538436930096,1.4609280910671998
-0.1817352991777042,0.6403820117761713,-0.049168974113178096
-0.11040591280066264,-0.3003372781862885,1.4606466219216716
-0.13262799605372547,-0.2993247505852453,1.4609070684989256
-0.1329398555724631,-0.2993028729938989,1.4609151383609358
-0.25163813282166614,-1.6404732174593772,0.9959745499788832
-0.19481350678181664,0.3187268176254741,-1.3475649628900088
1.8472225342838742,-0.40031377740880464,1.431496901632044
-0.3372060588584816,-1.0208523541533148,-1.8119333191382248
-0.17475862085214267,0.8759952897349792,-0.785098166349027
-0.129861446596665,-0.2994409399555054,1.4608803242273543
-0.13367124995879762,-0.29927236651478567,1.4609220875223838
-0.13407323315754385,-0.29925195930595966,1.4609280028502405
-0.3176797450893211,-0.4395863700726434,-0.36172819286523683
-0.13323375489494638,-0.2992939607595085,1.4609160041511475
-0.1842721744170461,1.8513107756726994,1.065664406853319
0.15861106393786353,-0.31902252817024257,1.4537929557717657
-0.133938361023679,-0.29925794085706453,1.460926516413582
-0.2531236426223527,-0.46704930368438247,-1.250532483940822
-0.1337455310521609,-0.2992687307157834,1.4609231027669796
-0.17998618103348546,-1.7195456357369858,-1.2693040555535342
0.020275203063352887,-0.30425276828947767,1.4602888834338905
-0.17484594972571582,0.8760011885784895,-0.7850960375328271
-0.12676083479436953,-0.29962448809309356,1.4608196468011658
-0.18068628478778695,-1.7194983455073247,-1.2692869891223209
-0.30699888751190907,-0.7004823035366907,-0.5140286507063995
-0.24736724546909344,-1.6406531945681362,0.9959329128254698
-0.25202726847319656,-1.640454889770077,0.995979454492588
0.14913747785629466,-1.6675879957942323,0.9861798520635898
-0.1339136119958456,-0.2992556338734186,1.4609282038300506
-0.13173567734809966,-0.2993199181586266,1.4609228010111455
-0.13333164844655443,-0.2992840206441308,1.4609203063804463
-0.2171897332929095,0.32023827486900475,-1.347019497552593
-0.3376273810455788,-1.0208318519836208,-1.8119276298050033
-0.16026184526553594,0.8753296646663378,-0.7852710036203321
-0.10952154295858542,1.4836466801726098,-0.5270062502214344
-0.17423874963052824,0.875969582325356,-0.785105422321392
-0.1616387782334314,0.6659943663071888,-0.7552404455774914
-0.337526489395457,-1.0208350503039347,-1.8119280069733026
-0.17456265448535802,0.8759896484384277,-0.785098570222126
-0.17453792589924605,0.8760017227460345,-0.785091259622172
-0.1752143167851467,0.8760185655291641,-0.7850913789856525
-0.2178701747635449,0.3202842369613654,-1.3470029104289247
-0.2257362465880641,-1.6416875056919729,0.9956513460711275
-0.25233713737780633,-1.6404332355097393,0.995987424662957
-0.1335943065984823,-0.29927647873846736,1.4609208366166673
-0.13365921181473878,-0.2992804136928092,1.4609176291165287
-0.17598732464473182,0.7605583843916583,0.001487146278185029
-0.13029913517778158,-0.29941137520400407,1.4608909937631434
-0.33748717947332496,-1.0208393332464851,-1.8119299023455822
-0.1100625339524082,1.4836470525796963,-0.5270138872423532
-0.17431476660529394,0.8759739893468019,-0.7851039882428873
-0.18043971433076172,-1.719515000715169,-1.2692929997710538
-0.24368236723470257,-1.640692311802257,0.9959638701457655
4.410063176017888,1.3849364315372048,0.0992575554658585
0.5575247999110565,1.5820604573667734,0.15683846877184124
-0.1026868024585246,2.358737118020589,0.04669128949852087
-0.15215021915440852,1.475221288903125,-1.3555260228338153
-0.13230803690061502,-0.299333660052873,1.4609065825094205
-0.2938695821782344,-0.46514745180123807,-1.250028851811325
-0.32529803308106,-0.9613470562292643,-0.8656235302510369
-0.11474704414129726,-0.2999502238775125,1.4608064631178612
-0.1337256969075386,-0.29927592279372756,1.4609192498238248
-0.13085742487391874,-0.29940948519914845,1.4608839794333235
-0.18076934578590886,-1.719488394528768,-1.2692824653729426
-0.1340755313560207,-0.2992513418138485,1.460928325013863
-0.12763698821745523,-0.29950634879499705,1.46087494915432
-0.13070650280185356,-0.2994219894280397,1.4608789705363743
-0.25381983764233335,-1.6403692530342708,0.9960027436916132
-0.1807158392103651,-1.7194927321651854,-1.269284186198086
-0.1150816638768011,-0.300173578251994,1.4606730117766764
-0.14976496039564335,1.1175582245514064,0.1262511785115804
-0.21768732910212726,0.320279120233523,-1.3470032027061511
-0.11054209329398472,1.4836794455946742,-0.5270021970229172
-0.19098763076319739,0.4167048396646673,0.5472603841722242
-0.13393260664571563,-0.2992607271486809,1.4609249957359383
-0.2535180272025641,-1.6403824055306062,0.9959995514096468
0.010508709845826867,-0.30540157448425503,1.4594857232710683
-0.10567412231975777,2.2331770124210344,2.153345770594866
-0.13408583250536335,-0.2992513724830046,1.4609281578551254
-0.1748772055481984,0.8760032998298781,-0.7850952756095537
0.6132495739949434,-0.3164556571894191,1.4618690106396937
